question,a,b,c,d,e,answer,split
"㉠과 ㉡에 대한 설명으로 적절하지 않은 것을 고르십시오.  ### 참고: 보통 잘 의식하지 못해도 사람이 한 번에 머리로 받아들일 수 있는 정보의 양에는 한계가 있다. 여러 사람이 떠드는 장소에서 친구와 이야기를 하다 보면 주변 사람의 말은 그저 소음으로 들릴 뿐내용은 전혀 들리지 않는다. 여러 사람의 말을 우리 머리가 동시에 받아들이지 못하기 때문이다. 공부할 때도 머리로 받아들일 수 있는 이상으로 정보가 쏟아져 들어오면 그냥 소음이 된다.한편, 슬라이드에 글과 그림을 넣고, 그 글을 읽는 방식으로 강의나 발표를 하는 사람이 무척 많다. 그림에다 글로 보충 설명을 쓰고, 다시 글을 발표자가 소리 내어 읽어주기까지 하니 듣는 사람이 이해하는 데 도움이 될 것 같다. 이에 대해 저명한 학자인 오스트레일리아 뉴사우스웨일스 대학의 심리학자 스웰러는1999년 이런 방식의 강의나 발표가 거꾸로 듣는 사람의 이해를 방해한다는실험 결과를 발표했다. 그는 실험에서 세 그룹의 학생들에게 복잡한 도표 하나를 서로 다른 방식으로 공부하도록 했다. ㉠도표만 보여주고 설명은 말로 읽어주기, 도표와 글로 된 설명을 보여주기, 마지막으로 ㉡도표와 글로 된 설명을 보여주면서 말로 읽어주기이다. 학습 뒤 객관식 시험에서 가장 좋은 성적을 거둔 그룹은 도표만 보여주고 설명을 말로 들은 학생들이었다. 왜 이런 결과가 나타나는 것일까? 도표와 설명을 동시에 보여주면 학생들은 도표와 글을 번갈아보면서 두 가지 내용을 머릿속에서 합쳐야 한다. 눈으로는 도표만 보고 설명은 귀로 듣는 것에 비해 더 수고롭고 더 머리를 써야 하는 일이다. 설명을 읽어주기까지 하면 머리로 해야 할 일은 줄어드는 게 아니라 늘어나는 것이다.",㉠은 간결하게 표현되므로 정보가 쉽게 수용된다.,㉡은 복잡하게 표현되므로 정보가 잘 수용되지 않는다.,㉠과 ㉡은 머리에 한 번에 수용되는 정보의 양이 차이가 없다.,㉠보다 ㉡의 형태로 전달되는 것이 내용의 파악에 불리한 편이다.,,c,RC
"다음을 읽고 내용이 다른 것을 고르십시오.  ### 참고: 뉴스는 사실을 있는 그대로 보도해야 하는 것이지만 뉴스를 자세히 들여다보면 객관성과 공정성이 떨어지는 잘못된 뉴스를 많이 발견할 수 있다. 뉴스에 뉴스를 보도하는 기자, 방송국 또는 신문사, 국가의 입장과 관련하여 주관적인 견해가 들어가는 경우가 그것이다. 이럴 경우 뉴스에 가치를부여함으로써 보는 사람에게 영향을 끼치고, 보는 사람이 그 가치대로 생각하게 만들 수 있다. 또한, 뉴스를 보도하는 쪽의 입장과 반대되는 쪽의 의견을 내보내지 않거나 축소시키면 뉴스의 공정성이 떨어질 수 있다.",뉴스는 사실을 있는 그대로 보도해야 하지만 잘못된 뉴스가 보도되기도 한다.,뉴스에 주관적인 견해가 들어가면 보는 사람이 그 가치대로 생각하게 할 수 있다.,"뉴스에 가치를 부여함으로써 기자, 방송국 또는 신문사와 국가의 입장에 영향을 끼친다.",뉴스를 보도하는 쪽과 반대되는 의견의 보도를 막거나 축소하면 공정성이 떨어질 수 있다.,,c,RC
"다음을 읽고 내용이 다른 것을 고르십시오.  ### 참고: 산행 중 가장 자주 발생하는 안전사고는 발목 염좌다. 발목 염좌란 흔히 ‘발을 삐었다’고 하는 것으로 발목의 인대가 늘어나거나 찢어지면서 발생한다. 발목 염좌를 입었을 때는 등산화를 벗고 휴식을 취하면서 냉찜질을 해 주는 것이 좋다. 하산할 때는 신발 끈을 꽉 조여 발목이 움직이지 않게한다. 산악 전문가는 “하산할 때 하체의 힘이 풀리면서 발목 염좌나 낙마 사고가 많이 발생한다.”고하면서 ‘특히 하산할 때는 속도를 늦추고, 무릎을 구부리면서 걷는 것이 가장 좋은 예방법’이라고말했다.",발목 염좌는 발목 인대가 늘어나거나 찢어지면서 발생한다.,발목 염좌는 하산할 때 하체의 힘이 풀리면서 많이 일어난다고 한다.,발목 염좌 증상이 있을 때는 등산화를 벗고 냉찜질을 해 주는 게 좋다.,발목 염좌를 예방하기 위해서는 하산할 때 무릎을 펴고 천천히 걸어야 한다.,,d,RC
"다음을 읽고 내용이 같은 것을 고르십시오.  ### 참고: 최근 불면증 환자들이 많이 증가하고 있는데 불면증에 시달리는 사람들 중에는 수면제에 의존하여 이를 해결하려는 경우도 있다. 그러나 불면증은 수면제를 복용하기보다는 자연적인 방법으로치료를 하는 것이 바람직하다. 보통, 저녁 시간대에 심한 운동을 하거나 잠잘 때 머리맡에 전자파를 발생시키는 전지 기기를 두고 자면 불면증이 생기는 것으로 알려져 있다. 이런 행동을 피하는동시에 낮 시간 동안에 햇볕을 쬐거나 커피, 밀가루 음식, 튀긴 음식, 설탕 등을 피하고 건전한 식습관을 유지하는 것도 불면증 해결에 도움이 된다.",머리맡에 전기기구 등을 놓고 자는 것이 바람직하다.,저녁 시간대의 강도 높은 운동은 숙면에 도움이 된다.,불면증을 치료하기 위해서는 수면제를 이용할 필요가 있다.,건전한 식습관을 가지면 수면 장애를 극복하는 데 도움이 된다.,,d,RC
"다음을 읽고 내용이 같은 것을 고르십시오.  ### 참고: 한국의 결혼은 가족이라는 공동체의 삶과 매우 큰 관련이 있다. 그래서 잘 알려진 한국 드라마에는 결혼에 얽힌 남녀 개인들과 가족 간의 갈등에 대한 이야기가 많다. 한국 사람들에게 결혼은 남녀 당사자들의 문제를 넘어서 새로운 가족의 일원을 받아들여서 조화를 달성해야 하는 매우 중요한 일생의 의례이기 때문이다. 두 사람이 결혼을 해서 함께 살고 어느 정도 시간이 흘러 자식을 낳고 기르면서, 이질적이었던 두 사람의 가족은 새로운 가족으로 융합된다. 두 남녀의 가족은 이 융합이 잘 될 때 매우 끈끈하게 결합된 가족 관계를 형성하게 된다.",한국의 결혼은 공동체적인 삶과는 다소 거리가 있다.,한국 드라마에는 가족 간의 갈등에 대한 이야기가 많이 등장한다.,한국 사람들에게 있어 결혼은 개인적인 문제이기 때문에 매우 중요한 일이다.,이질적이었던 두 가족이 만나 융합되는 과정은 끈끈한 가족관계를 형성하지 못한다.,,b,RC
"다음을 읽고 내용이 같은 것을 고르십시오.  ### 참고: PC방이 복합 문화 공간으로 진화를 거듭하고 있다. 2013년 6월부터 PC방 흡연이 전면 금지됨에따라, 어둠침침하고 담배 연기 자욱하던 PC방은 이제 옛말이 됐다. 최근 PC방은 마치 고급스러운카페를 연상케 하는 실내 장식을 하고 있으며, 식품도 다양하게 구비하고 있다. PC방은 또 다른 경쟁 요소를 갖추며 남녀노소가 즐기는 문화 공간으로 탈바꿈을 시도하고 있는 것이다. 흡연법 시행이후 대부분의 PC방 매출은 감소 추세에 있지만, 위와 같이 대처한 PC방들은 위기를 기회로 바꾸면서 오히려 매출이 늘고 있는 상황이다.",2013년 6월 전에는 PC방에서 흡연은 물론 식사도 할 수 없었다.,PC방에서의 흡연이 금지됨에 따라 일반적인 PC방의 이용 고객은 줄었다.,편안하고 고급스러운 카페와 같은 PC방은 오래 전부터 높은 매출을 기록했다.,흡연법 시행에 따라 PC방을 바라보는 일반인들의 인식이 긍정적으로 바뀌고 있다.,,b,RC
"다음을 읽고 중심 생각을 고르십시오.  ### 참고: 현대 사회의 여러 가지 상실들 중에서도 우리가 가장 통렬하게 느끼는 것은 바로 공동체 정신의상실이다. 예전에만 해도 이웃의 정이란 것이 어느 정도 있었지만, 나중에는 무자비한 익명성이 그자리를 대신하게 되었다. 여기에서 말하는 무자비한 익명성이란, 제한적이고 개인적인 목적, 즉 경제적 이익이나, 사회적 상승이나, 또는 낭만적 사랑이라는 목적을 위해서 사람들이 서로 개별적으로만 접촉하는 상태를 말한다. 곤경에 빠진 사람에게 선뜻 도움을 주지 못하고 거리낌을 느낄 때, 우리는 예전의 공동체에 관해서 향수를 느끼게 된다.",현대 사회에서 공동체 정신이 사라졌다.,무자비한 익명성으로 인해 폭력이 증가하였다.,현대에는 개인적인 목적으로 인해 인간관계가 축소되었다.,현대 사회의 익명성은 개인들이 공동체 정신을 갖도록 했다.,,a,RC
"다음을 읽고 중심 생각을 고르십시오.  ### 참고: 흙 속의 미생물에서 감기약 성분을 얻는다면 믿을 수 있을까? 놀랍게도 과학자들은 흙 속의 미생물인 방선균에서 감기약 성분을 얻고 있다. 방선균은 실처럼 생긴 가지가 서로 연결된 형태를 띤세균의 한 종류로서 흙, 식물, 동물의 몸, 하천, 바닷물 등에 사는데 그중에서도 흙 속에 가장 많이산다. 방선균은 우리 생활에 많은 도움을 준다. 먼저 방선균은 식물이 사는 데 꼭 필요한 질소를 공급해 주어서 농사에 도움이 된다. 또한 방선균은 유기물을 분해하기 때문에 퇴비를 만들거나 화장실, 정화조 등의 악취를 없애고 가정의 하수 등을 정화하는 데에도 이용된다. 무엇보다도 방선균의가장 큰 특징은 곰팡이나 병원균을 파괴하는 항생 물질을 만들어 내는 것이다.","방선균은 세균의 한 종류이며, 흙 속에 가장 많이 산다.",방선균은 흙 속의 미생물로서 감기약 성분을 얻을 수 있다.,방선균은 곰팡이나 병원균을 파괴하는 항생 물질을 만들어낸다.,방선균은 흙 속에 많이 살고 있는 미생물로 우리 생활에 여러 도움을 준다.,,d,RC
"다음을 읽고 중심 생각을 고르십시오.  ### 참고: 스마트폰이 국내에서 삼 천만 대 이상 보급되는 등 생활필수품으로 자리 잡았다. 많은 전문가들은 스마트폰이 우리 생활을 혁신적으로 바꿔 놓았다고 주장한다. 컴퓨터로 할 수 있는 거의 모든것이 내 손 안에 들어오는 작은 전자기기로 가능해졌기 때문이다. 하지만 스마트폰이 바꿔 놓은 지금의 생활을 들여다보면 부정적인 측면도 발견된다. 퇴근길에 도시 철도를 타 보면 많은 사람들이고개를 숙이고 스마트폰에 푹 빠져 있다. 대부분 스마트폰으로 채팅을 하거나 연예 및 스포츠 소식, 동영상, 게임 등에 몰두하고 있다. 특히 우려되는 것은 청소년들의 스마트폰 중독이다. 현재 스마트폰 중독 위험군 학생은 전체 학생의 5분의 1에 달한다.",스마트폰의 사용으로 인해 컴퓨터와 전자기기의 판매가 줄어들었다.,스마트폰의 보급으로 청소년들은 모든 것을 혼자 할 수 있게 되었다.,스마트폰은 청소년들의 학습 능력과 교우 관계에 긍정적인 영향을 끼치고 있다.,스마트폰은 우리의 생활을 편리하게 하지만 여러 가지 문제점도 내포하고 있다.,,d,RC
"다음을 읽고 <빈칸>에 들어갈 알맞은 것을 고르십시오.  ### 참고: 최근 연예인의 사생활 공개로 인해 많은 문제점이 지적되고 있다. 대중은 연예인의 사생활을 알고 싶어 하며, 연예인은 그러한 <빈칸>. 따라서 연예인이 자신의 사생활을 일정부분 공개해야 하는 것은 그들의 의무일 수도 있다. 그러나 사실이 아닌 소문이 진실인 것처럼퍼져서는 곤란하다고 생각한다.",관심들을 부담스러워 한다,대중의 관심 속에 살고 있다,관심을 전혀 모르고 살아왔다,관심에 대해 모르는 척 해야 한다,,b,RC
"다음을 읽고 <빈칸>에 들어갈 알맞은 것을 고르십시오.  ### 참고: 북이나 장구를 만들 때에는 나무로 된 울림통의 입구 부분을 넓은 가죽으로 덮는다. 이때 울림통을 덮은 넓은 부분을 복판이라 하고 울림통 모서리와 닿아 바깥으로 팽팽하게 당겨지는 테두리의 둘레 부분을 변죽이라 한다. 북이나 장구를 연주할 때 복판을 때리면 큰 소리로 울리게 되는 반면 변죽을 두드리면 작고 낮은 소리가 난다. 대화를 할 때 핵심을 말하지 못하고 머뭇거리며 다른 이야기만 빙빙 돌려 말하고 있는 친구에게 “변죽만 울리지 말고 <빈칸>.”라고 말을 하는 경우가 있는데, 이는 여기에서 유래한 표현이다.",복판을 울려봐,좀 더 크게 말해봐,하고 싶은 말을 해봐,비유적으로 표현을 해봐,,c,RC
"다음을 읽고 <빈칸>에 들어갈 알맞은 것을 고르십시오.  ### 참고: 텔레비전은 수동적이고 <빈칸>을 우리는 절대 잊어서는 안 된다. 방송은 정해진 요일과 시간에 맞춰 한 번 프로그램을 송신한다. 하지만 인터넷에서는 원할 때 원하는 것을 볼 수 있다. 요일도 시간도 없다. 텔레비전은 전원을 켜면 곧바로 방송을 볼 수 있지만, 인터넷은 보고싶은 사이트를 찾아 들어가야 한다. 시청자는 리모컨을 눌러 다른 채널의 프로그램으로 옮겨 갈 뿐이지만, 네티즌의 손에 들린 마우스는 리모컨보다 훨씬 더 강력하다. 네티즌이 마우스에 손을 올리는 순간 모든 것은 자기 마음대로 선택할 수 있기 때문이다. ",리모콘은 능동적이라는 사실,리모콘보다 불편하다는 사실,인터넷보다 편리하다는 사실,인터넷은 능동적이라는 사실,,d,RC
